d_arcsec,_RAJ2000,_DEJ2000,Star,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,Mass,logL,e_logL,VMAG,Pl_,SimbadName,_RA,_DE,_RAJ2000_2,_DEJ2000_2,recno,catID,vsini,w_vsini,o_vsini,n_vsini,Simbad,_RA_2,_DE_2,starname
0.018958,55.8120908,-9.7633947,b'HD 23249',5150,51,3.890000104904175,0.07999999821186066,0.12999999523162842,0.03999999910593033,0.8259999752044678,3.1089999675750732,0.007000000216066837,3.740000009536743,no,b'HD 23249',55.81209,-9.76339,55.8120869,-9.7633911,3844,b'HD 23249',1.0,8.0,3,:,b'Simbad',55.81209,-9.76339,HD23249
0.010848,55.9805956,-19.1108994,b'HD 23356',5004,60,4.5,0.10999999940395355,-0.17000000178813934,0.029999999329447746,0.718999981880188,0.2879999876022339,0.010999999940395355,6.360000133514404,no,b'HD 23356',55.9806,-19.1109,55.9805953,-19.1108964,3880,b'HD 23356',3.0,2.0,1,,b'Simbad',55.9806,-19.1109,HD23356
0.014174,55.7698389,-50.6430775,b'HD 23456',6178,18,4.559999942779541,0.029999999329447746,-0.3199999928474426,0.009999999776482582,1.0269999504089355,1.7369999885559082,0.019999999552965164,4.150000095367432,no,b'HD 23456',55.76984,-50.64308,55.7698333,-50.6430758,3840,b'HD 23456',2.700000047683716,3.0,1,,b'Simbad',55.76983,-50.64308,HD23456
0.007722,59.1194489,-25.1813403,b'HD 24892',5363,15,3.990000009536743,0.03999999910593033,-0.3199999928474426,0.009999999776482582,0.7710000276565552,2.430999994277954,0.027000000700354576,3.940000057220459,no,b'HD 24892',59.11945,-25.18134,59.11945,-25.1813422,4412,b'HD 24892',0.8999999761581421,3.0,1,,b'Simbad',59.11945,-25.18134,HD24892
0.005674,59.4812119,-36.2599114,b'HD 25105',5316,31,4.46999979019165,0.05999999865889549,-0.15000000596046448,0.019999999552965164,0.8050000071525574,0.460999995470047,0.027000000700354576,5.75,no,b'HD 25105',59.48121,-36.25991,59.4812133,-36.2599125,4436,b'HD 25105',3.5999999046325684,3.0,1,,b'Simbad',59.48121,-36.25991,HD25105
0.004739,58.8263206,-65.2847211,b'HD 25120',5134,39,4.46999979019165,0.07999999821186066,-0.18000000715255737,0.019999999552965164,0.7490000128746033,0.3540000021457672,0.020999999716877937,6.099999904632568,no,b'HD 25120',58.82632,-65.28472,58.8263231,-65.2847219,4384,b'HD 25120',0.8999999761581421,3.0,1,,b'Simbad',58.82632,-65.28472,HD25120
0.009292,60.5254544,-36.6169264,b'HD 25565',5212,52,4.46999979019165,0.09000000357627869,0.029999999329447746,0.029999999329447746,0.9350000023841858,0.367000013589859,0.03799999877810478,6.03000020980835,no,b'HD 25565',60.52545,-36.61693,60.5254536,-36.6169289,4502,b'HD 25565',0.8999999761581421,3.0,1,,b'Simbad',60.52545,-36.61693,HD25565
0.009112,63.8180006,-7.6528711,b'HD 26965A',5153,38,4.389999866485596,0.07999999821186066,-0.3100000023841858,0.029999999329447746,0.6700000166893005,0.4180000126361847,0.004000000189989805,5.920000076293945,no,b'HD 26965',63.818,-7.65287,63.8179983,-7.6528722,4734,b'HD 26965 A',0.8999999761581421,3.0,1,,b'Simbad',63.818,-7.65287,HD26965A
0.009112,63.8180006,-7.6528711,b'HD 26965A',5153,38,4.389999866485596,0.07999999821186066,-0.3100000023841858,0.029999999329447746,0.6700000166893005,0.4180000126361847,0.004000000189989805,5.920000076293945,no,b'HD 26965',63.818,-7.65287,63.8179983,-7.6528722,4733,b'HD 26965',1.2999999523162842,7.0,3,,b'Simbad',63.818,-7.65287,HD26965A
0.018031,64.1260075,-0.5728053,b'HD 27063',5767,14,4.440000057220459,0.029999999329447746,0.05000000074505806,0.009999999776482582,1.0729999542236328,0.8040000200271606,0.03400000184774399,5.039999961853027,no,b'HD 27063',64.12601,-0.57281,64.1260125,-0.5728056,4768,b'HD 27063',1.7999999523162842,3.0,1,,b'Simbad',64.12601,-0.57281,HD27063
0.040307,66.6096689,-10.5508208,b'HD 28185',5667,23,4.420000076293945,0.03999999910593033,0.20999999344348907,0.019999999552965164,0.9829999804496765,1.0110000371932983,0.03700000047683716,4.809999942779541,yes,b'HD 28185',66.60967,-10.55082,66.6096781,-10.5508142,4976,b'HD 28185',2.5999999046325684,6.0,2,,b'Simbad',66.60968,-10.55081,HD28185
0.000944,66.2881308,-64.08007,b'HD 28471',5745,14,4.369999885559082,0.009999999776482582,-0.05000000074505806,0.009999999776482582,0.9369999766349792,1.097000002861023,0.024000000208616257,4.710000038146973,no,b'HD 28471',66.28813,-64.08007,66.2881314,-64.08007,4946,b'HD 28471 A',2.700000047683716,3.0,1,,b'Simbad',66.28813,-64.08007,HD28471
0.00601,66.4410308,-69.9936864,b'HD 28701',5710,12,4.409999847412109,0.019999999552965164,-0.3199999928474426,0.009999999776482582,0.8399999737739563,1.1380000114440918,0.023000000044703484,4.679999828338623,no,b'HD 28701',66.44103,-69.99369,66.4410356,-69.9936861,4961,b'HD 28701',2.700000047683716,3.0,1,,b'Simbad',66.44104,-69.99369,HD28701
0.019967,68.0894614,-5.0390053,b'HD 28821',5660,13,4.380000114440918,0.009999999776482582,-0.11999999731779099,0.009999999776482582,0.878000020980835,1.0540000200271606,0.032999999821186066,4.769999980926514,no,b'HD 28821',68.08946,-5.03901,68.0894667,-5.0390036,5136,b'HD 28821',3.0999999046325684,5.0,2,,b'Simbad',68.08947,-5.039,HD28821
0.008619,70.8070181,-54.5934264,b'HD 30278',5394,29,4.389999866485596,0.03999999910593033,-0.17000000178813934,0.019999999552965164,0.7789999842643738,0.6060000061988831,0.014000000432133675,5.440000057220459,no,b'HD 30278',70.80702,-54.59343,70.8070222,-54.5934261,5351,b'HD 30278',1.7999999523162842,3.0,1,,b'Simbad',70.80702,-54.59343,HD30278
0.004251,69.9916458,-71.5056136,b'HD 30306',5529,26,4.320000171661377,0.03999999910593033,0.17000000178813934,0.019999999552965164,0.9120000004768372,0.9879999756813049,0.02199999988079071,4.869999885559082,no,b'HD 30306',69.99165,-71.50561,69.9916494,-71.5056139,5298,b'HD 30306',1.7999999523162842,3.0,1,,b'Simbad',69.99165,-71.50561,HD30306
0.002055,73.9099264,-23.2418794,b'HD 31527',5898,13,4.449999809265137,0.019999999552965164,-0.17000000178813934,0.009999999776482582,0.9620000123977661,1.1959999799728394,0.027000000700354576,4.590000152587891,no,b'HD 31527',73.90993,-23.24188,73.9099267,-23.2418789,5594,b'HD 31527',3.5999999046325684,3.0,1,,b'Simbad',73.90993,-23.24188,HD31527
0.011751,74.6490256,-9.3342944,b'HD 31822',6042,16,4.570000171661377,0.029999999329447746,-0.1899999976158142,0.009999999776482582,1.1059999465942383,1.003000020980835,0.03500000014901161,4.760000228881836,no,b'HD 31822',74.64903,-9.33429,74.6490239,-9.3342972,5646,b'HD 31822',2.700000047683716,3.0,1,,b'Simbad',74.64902,-9.3343,HD31822
0.00939,76.1981867,-11.6990294,b'HD 32724',5818,13,4.260000228881836,0.019999999552965164,-0.17000000178813934,0.009999999776482582,0.9580000042915344,1.9670000076293945,0.032999999821186066,4.059999942779541,no,b'HD 32724',76.19819,-11.69903,76.1981842,-11.6990303,5760,b'HD 32724',0.8999999761581421,3.0,1,,b'Simbad',76.19818,-11.69903,HD32724
0.007091,77.9760325,-9.113155,b'HD 33725',5274,30,4.409999847412109,0.05000000074505806,-0.17000000178813934,0.019999999552965164,0.746999979019165,0.5009999871253967,0.029999999329447746,5.679999828338623,no,b'HD 33725',77.97603,-9.11315,77.9760344,-9.1131556,5893,b'HD 33725',6.300000190734863,2.0,1,,b'Simbad',77.97603,-9.11316,HD33725
0.007218,72.6385258,-85.3751672,b'HD 34449',5848,17,4.5,0.029999999329447746,-0.09000000357627869,0.009999999776482582,1.034999966621399,0.8510000109672546,0.02500000037252903,4.96999979019165,no,b'HD 34449',72.63853,-85.37517,72.6385436,-85.3751686,5498,b'HD 34449',3.5999999046325684,3.0,1,,b'Simbad',72.63854,-85.37517,HD34449
0.008814,81.5614119,-32.5047644,b'HD 35854',4928,56,4.460000038146973,0.10999999940395355,-0.12999999523162842,0.029999999329447746,0.671999990940094,0.2809999883174896,0.012000000104308128,6.429999828338623,no,b'HD 35854',81.56141,-32.50476,81.5614092,-32.5047653,6184,b'HD 35854',0.8999999761581421,3.0,1,,b'Simbad',81.56141,-32.50477,HD35854
0.003953,82.1087344,-3.4995553,b'HD 36003',4647,88,4.309999942779541,0.20999999344348907,-0.20000000298023224,0.05999999865889549,0.6039999723434448,0.1809999942779541,0.009999999776482582,7.079999923706055,no,b'HD 36003',82.10873,-3.49956,82.1087333,-3.4995553,6238,b'HD 36003 A',2.700000047683716,3.0,1,,b'Simbad',82.10873,-3.49956,HD36003
0.006655,82.0876158,-22.4339272,b'HD 36108',5916,12,4.329999923706055,0.029999999329447746,-0.20999999344348907,0.009999999776482582,0.9829999804496765,1.9850000143051147,0.02500000037252903,4.039999961853027,no,b'HD 36108',82.08762,-22.43393,82.0876178,-22.4339272,6237,b'HD 36108',2.700000047683716,3.0,1,,b'Simbad',82.08762,-22.43393,HD36108
0.002836,82.7497508,-10.0810875,b'HD 36379',6030,14,4.300000190734863,0.019999999552965164,-0.17000000178813934,0.009999999776482582,1.0520000457763672,2.3259999752044678,0.03099999949336052,3.8499999046325684,no,b'HD 36379',82.74975,-10.08109,82.74975,-10.0810875,6298,b'HD 36379',3.5999999046325684,3.0,1,,b'Simbad',82.74975,-10.08109,HD36379
0.000922,85.2165283,-31.3511078,b'HD 37962',5718,15,4.480000019073486,0.03999999910593033,-0.20000000298023224,0.009999999776482582,0.8939999938011169,0.8370000123977661,0.02199999988079071,5.010000228881836,no,b'HD 37962',85.21653,-31.35111,85.2165286,-31.3511078,6864,b'HD 37962',2.700000047683716,3.0,1,,b'Simbad',85.21653,-31.35111,HD37962
0.009142,85.4736944,-15.6305425,b'HD 37986',5507,38,4.289999961853027,0.05999999865889549,0.25999999046325684,0.029999999329447746,0.9350000023841858,0.7710000276565552,0.02199999988079071,5.139999866485596,no,b'HD 37986',85.47369,-15.63054,85.4736922,-15.6305411,6896,b'HD 37986',3.0,2.0,1,,b'Simbad',85.47369,-15.63054,HD37986
0.001064,86.07332,-10.0167322,b'HD 38277',5871,10,4.340000152587891,0.019999999552965164,-0.07000000029802322,0.009999999776482582,1.00600004196167,1.8240000009536743,0.026000000536441803,4.139999866485596,no,b'HD 38277',86.07332,-10.01673,86.0733197,-10.0167322,6946,b'HD 38277',2.700000047683716,3.0,1,,b'Simbad',86.07332,-10.01673,HD38277
0.006856,86.1183117,-20.1265731,b'HD 38382',6082,19,4.449999809265137,0.019999999552965164,0.029999999329447746,0.009999999776482582,1.125,1.5210000276565552,0.01600000075995922,4.300000190734863,no,b'HD 38382',86.11831,-20.12657,86.1183128,-20.1265747,6954,b'HD 38382',2.700000047683716,3.0,1,,b'Simbad',86.11831,-20.12657,HD38382
0.020058,87.1455861,-4.0946478,b'HD 38858',5733,12,4.510000228881836,0.009999999776482582,-0.2199999988079071,0.009999999776482582,0.8970000147819519,0.8349999785423279,0.01600000075995922,5.010000228881836,no,b'HD 38858',87.14559,-4.09465,87.1455831,-4.0946431,7031,b'HD 38858',2.700000047683716,3.0,1,,b'Simbad',87.14558,-4.09464,HD38858
0.008708,86.6166269,-53.2193253,b'HD 38973',6016,17,4.420000076293945,0.019999999552965164,0.05000000074505806,0.009999999776482582,1.0920000076293945,1.49399995803833,0.013000000268220901,4.329999923706055,no,b'HD 38973',86.61663,-53.21933,86.6166294,-53.2193272,6989,b'HD 38973',3.5999999046325684,3.0,1,,b'Simbad',86.61663,-53.21933,HD38973
0.001804,84.2912156,-80.4691219,b'HD 39091',6003,17,4.420000076293945,0.029999999329447746,0.09000000357627869,0.009999999776482582,1.097000002861023,1.4730000495910645,0.007000000216066837,4.349999904632568,yes,b'HD 39091',84.29122,-80.46912,84.2912158,-80.4691214,6747,b'HD 39091',2.700000047683716,3.0,1,,b'Simbad',84.29122,-80.46912,HD39091
0.006009,86.1329956,-70.1435706,b'HD 39194',5205,23,4.53000020980835,0.05000000074505806,-0.6100000143051147,0.019999999552965164,0.5870000123977661,0.3630000054836273,0.017000000923871994,6.050000190734863,no,b'HD 39194',86.133,-70.14357,86.1329942,-70.1435722,6951,b'HD 39194',1.7999999523162842,3.0,1,,b'Simbad',86.13299,-70.14357,HD39194
0.007555,88.5176706,-60.0234717,b'HD 40307',4977,59,4.46999979019165,0.1599999964237213,-0.3100000023841858,0.029999999329447746,0.7670000195503235,0.2280000001192093,0.006000000052154064,6.630000114440918,no,b'HD 40307',88.51767,-60.02347,88.5176664,-60.0234717,7115,b'HD 40307',2.700000047683716,3.0,1,,b'Simbad',88.51767,-60.02347,HD40307
0.00514,89.5897319,-4.6506678,b'HD 40397',5527,20,4.389999866485596,0.03999999910593033,-0.12999999523162842,0.009999999776482582,0.8299999833106995,0.7549999952316284,0.01899999938905239,5.159999847412109,no,b'HD 40397',89.58973,-4.65067,89.5897306,-4.6506672,7204,b'HD 40397',3.5999999046325684,3.0,1,,b'Simbad',89.58973,-4.65067,HD40397
0.007726,94.0782725,-59.2135039,b'HD 44120',6052,15,4.25,0.019999999552965164,0.11999999731779099,0.009999999776482582,1.2410000562667847,2.822000026702881,0.01600000075995922,3.640000104904175,no,b'HD 44120',94.07827,-59.2135,94.0782689,-59.2135028,7566,b'HD 44120 A',3.5999999046325684,3.0,1,,b'Simbad',94.07827,-59.2135,HD44120
0.019487,95.4313989,-0.5391275,b'HD 44420',5818,22,4.369999885559082,0.029999999329447746,0.28999999165534973,0.019999999552965164,1.069000005722046,1.24399995803833,0.032999999821186066,4.559999942779541,no,b'HD 44420',95.4314,-0.53913,95.4314,-0.5391222,7679,b'HD 44420',3.0999999046325684,5.0,2,,b'Simbad',95.4314,-0.53912,HD44420
0.004186,93.7750831,-71.7027678,b'HD 44447',5999,14,4.369999885559082,0.019999999552965164,-0.2199999988079071,0.009999999776482582,1.0019999742507935,1.7829999923706055,0.014000000432133675,4.139999866485596,no,b'HD 44447',93.77508,-71.70277,93.7750819,-71.7027667,7540,b'HD 44447',2.700000047683716,3.0,1,,b'Simbad',93.77508,-71.70277,HD44447
0.004968,95.3880244,-22.2147558,b'HD 44573',5071,56,4.480000019073486,0.10000000149011612,-0.07000000029802322,0.029999999329447746,0.8140000104904175,0.3149999976158142,0.027000000700354576,6.260000228881836,no,b'HD 44573',95.38802,-22.21476,95.3880253,-22.2147547,7672,b'HD 44573',5.199999809265137,4.0,2,,b'Simbad',95.38803,-22.21475,HD44573
0.004869,95.0255656,-48.7410931,b'HD 44594',5840,14,4.380000114440918,0.019999999552965164,0.15000000596046448,0.009999999776482582,1.0420000553131104,1.2400000095367432,0.012000000104308128,4.559999942779541,no,b'HD 44594',95.02557,-48.74109,95.0255636,-48.7410928,7645,b'HD 44594',2.700000047683716,3.0,1,,b'Simbad',95.02556,-48.74109,HD44594
0.009197,96.1828325,-28.7801125,b'HD 45184',5869,14,4.46999979019165,0.019999999552965164,0.03999999910593033,0.009999999776482582,1.031000018119812,1.1330000162124634,0.012000000104308128,4.650000095367432,no,b'HD 45184',96.18283,-28.78011,96.1828319,-28.780115,7726,b'HD 45184',1.7999999523162842,3.0,1,,b'Simbad',96.18283,-28.78011,HD45184
0.003867,96.1014581,-42.8475178,b'HD 45289',5717,18,4.320000171661377,0.009999999776482582,-0.019999999552965164,0.009999999776482582,0.9480000138282776,1.4110000133514404,0.013000000268220901,4.440000057220459,no,b'HD 45289',96.10146,-42.84752,96.1014589,-42.8475169,7720,b'HD 45289',2.700000047683716,3.0,1,,b'Simbad',96.10146,-42.84752,HD45289
0.011311,96.4103131,-31.4809536,b'HD 45364',5434,20,4.380000114440918,0.029999999329447746,-0.17000000178813934,0.009999999776482582,0.8190000057220459,0.5569999814033508,0.023000000044703484,5.510000228881836,no,b'HD 45364',96.41031,-31.48095,96.4103125,-31.4809567,7744,b'HD 45364',1.7999999523162842,3.0,1,,b'Simbad',96.41031,-31.48096,HD45364
0.004523,99.0366167,-27.6222967,b'HD 47186',5675,21,4.360000133514404,0.03999999910593033,0.23000000417232513,0.019999999552965164,0.9900000095367432,1.0800000429153442,0.028999999165534973,4.739999771118164,no,b'HD 47186',99.03662,-27.6223,99.0366153,-27.6222969,7956,b'HD 47186',3.299999952316284,5.0,2,,b'Simbad',99.03662,-27.6223,HD47186
0.034289,99.4607408,-70.9326075,b'HD 48611',5337,23,4.510000228881836,0.03999999910593033,-0.36000001430511475,0.019999999552965164,0.734000027179718,0.45399999618530273,0.08399999886751175,5.769999980926514,no,b'HD 48611',99.46074,-70.93261,99.4607142,-70.9326114,7985,b'HD 48611',1.7999999523162842,3.0,1,,b'Simbad',99.46071,-70.93261,HD48611
0.00108,103.2484994,-23.1077028,b'HD 50590',4870,67,4.389999866485596,0.14000000059604645,-0.2199999988079071,0.03999999910593033,0.6330000162124634,0.2750000059604645,0.03799999877810478,6.489999771118164,no,b'HD 50590',103.2485,-23.1077,103.2484994,-23.1077025,8307,b'HD 50590',10.800000190734863,2.0,1,,b'Simbad',103.2485,-23.1077,HD50590
0.00263,103.3914289,-28.5397944,b'HD 50806',5633,15,4.110000133514404,0.029999999329447746,0.029999999329447746,0.009999999776482582,0.9610000252723694,2.1689999103546143,0.014000000432133675,3.990000009536743,no,b'HD 50806',103.39143,-28.53979,103.3914297,-28.5397942,8321,b'HD 50806',1.7999999523162842,3.0,1,,b'Simbad',103.39143,-28.53979,HD50806
0.008941,103.7139217,-55.2593286,b'HD 51608',5358,22,4.360000133514404,0.05000000074505806,-0.07000000029802322,0.009999999776482582,0.7979999780654907,0.5720000267028809,0.01899999938905239,5.510000228881836,no,b'HD 51608',103.71392,-55.25933,103.7139253,-55.2593272,8341,b'HD 51608',2.700000047683716,3.0,1,,b'Simbad',103.71393,-55.25933,HD51608
0.004088,105.0751514,-5.3671619,b'HD 52265',6136,31,4.360000133514404,0.029999999329447746,0.20999999344348907,0.019999999552965164,1.2039999961853027,1.9119999408721924,0.019999999552965164,4.050000190734863,yes,b'HD 52265',105.07515,-5.36716,105.0751503,-5.3671622,8442,b'HD 52265',4.800000190734863,9.0,3,,b'Simbad',105.07515,-5.36716,HD52265
0.009257,108.2611389,-24.225575,b'HD 55693',5914,26,4.429999828338623,0.03999999910593033,0.28999999165534973,0.019999999552965164,1.1169999837875366,1.5149999856948853,0.02500000037252903,4.329999923706055,no,b'HD 55693',108.26114,-24.22557,108.2611408,-24.2255769,8654,b'HD 55693',2.700000047683716,3.0,1,,b'Simbad',108.26114,-24.22558,HD55693
0.009433,111.85611,-51.4026011,b'HD 59468',5618,20,4.389999866485596,0.029999999329447746,0.029999999329447746,0.009999999776482582,0.9129999876022339,0.8939999938011169,0.009999999776482582,4.960000038146973,no,b'HD 59468',111.85611,-51.4026,111.8561058,-51.4026011,8902,b'HD 59468',1.7999999523162842,3.0,1,,b'Simbad',111.85611,-51.4026,HD59468
0.00402,112.6667231,-15.9945883,b'HD 59711A',5722,13,4.460000038146973,0.019999999552965164,-0.11999999731779099,0.009999999776482582,0.9070000052452087,0.9120000004768372,0.029999999329447746,4.920000076293945,no,b'HD 59711',112.66672,-15.99459,112.6667233,-15.9945872,8967,b'HD 59711',1.7999999523162842,3.0,1,,b'Simbad',112.66672,-15.99459,HD59711A
0.005733,116.9571606,-54.2641447,b'HD 63765',5432,19,4.420000076293945,0.029999999329447746,-0.1599999964237213,0.009999999776482582,0.828000009059906,0.5490000247955322,0.019999999552965164,5.53000020980835,no,b'HD 63765',116.95716,-54.26414,116.9571619,-54.2641461,9253,b'HD 63765',2.700000047683716,3.0,1,,b'Simbad',116.95716,-54.26415,HD63765
0.008044,118.4221764,-63.6473231,b'HD 65216',5612,16,4.440000057220459,0.019999999552965164,-0.17000000178813934,0.009999999776482582,0.8740000128746033,0.7070000171661377,0.020999999716877937,5.210000038146973,yes,b'HD 65216',118.42218,-63.64732,118.4221717,-63.6473239,9340,b'HD 65216',1.7999999523162842,3.0,1,,b'Simbad',118.42217,-63.64732,HD65216
0.007802,119.7174069,-13.3152267,b'HD 65562',5076,47,4.389999866485596,0.09000000357627869,-0.10000000149011612,0.029999999329447746,0.718999981880188,0.367000013589859,0.032999999821186066,6.090000152587891,no,b'HD 65562',119.71741,-13.31523,119.7174086,-13.3152253,9493,b'HD 65562',3.9000000953674316,2.0,1,,b'Simbad',119.71741,-13.31523,HD65562
0.012559,119.4454789,-60.3030717,b'HD 65907A',5945,16,4.519999980926514,0.019999999552965164,-0.3100000023841858,0.009999999776482582,0.9330000281333923,1.2410000562667847,0.007000000216066837,4.539999961853027,no,b'HD 65907',119.44548,-60.30307,119.4454747,-60.3030689,9441,b'HD 65907 A',2.700000047683716,3.0,1,,b'Simbad',119.44547,-60.30307,HD65907A
0.013413,120.5223458,-12.8046233,b'HD 66221',5635,25,4.400000095367432,0.03999999910593033,0.17000000178813934,0.019999999552965164,0.9610000252723694,0.9480000138282776,0.039000000804662704,4.889999866485596,no,b'HD 66221',120.52235,-12.80462,120.5223492,-12.804625,9565,b'HD 66221',5.099999904632568,5.0,2,,b'Simbad',120.52235,-12.80462,HD66221
0.009831,120.8694383,-1.1627089,b'HD 66428',5705,27,4.309999942779541,0.05999999865889549,0.25,0.019999999552965164,1.0110000371932983,1.284000039100647,0.05900000035762787,4.550000190734863,yes,b'HD 66428',120.86944,-1.16271,120.8694408,-1.1627078,9590,b'HD 66428',0.8999999761581421,3.0,1,,b'Simbad',120.86944,-1.16271,HD66428
0.005463,121.7521767,-29.4029367,b'HD 67458',5891,12,4.53000020980835,0.019999999552965164,-0.1599999964237213,0.009999999776482582,0.9779999852180481,1.0240000486373901,0.017000000923871994,4.760000228881836,no,b'HD 67458',121.75218,-29.40294,121.7521783,-29.4029361,9641,b'HD 67458',3.5999999046325684,3.0,1,,b'Simbad',121.75218,-29.40294,HD67458
0.003325,122.7903517,-46.2973942,b'HD 68607',5215,45,4.409999847412109,0.07999999821186066,0.07000000029802322,0.029999999329447746,0.8140000104904175,0.4480000138282776,0.03500000014901161,5.820000171661377,no,b'HD 68607',122.79035,-46.29739,122.7903514,-46.2973933,9733,b'HD 68607',1.7999999523162842,3.0,1,,b'Simbad',122.79035,-46.29739,HD68607
0.008034,123.3937414,-31.7353811,b'HD 68978A',5965,22,4.480000019073486,0.019999999552965164,0.03999999910593033,0.019999999552965164,1.0789999961853027,1.2419999837875366,0.014999999664723873,4.539999961853027,no,b'HD 68978',123.39374,-31.73538,123.3937431,-31.7353828,9773,b'HD 68978 A',2.700000047683716,3.0,1,,b'Simbad',123.39374,-31.73538,HD68978A
0.003584,123.8550606,-52.0602994,b'HD 69655',5961,12,4.440000057220459,0.029999999329447746,-0.18000000715255737,0.009999999776482582,0.9819999933242798,1.3289999961853027,0.012000000104308128,4.46999979019165,no,b'HD 69655',123.85506,-52.0603,123.8550592,-52.0602989,9796,b'HD 69655',1.7999999523162842,3.0,1,,b'Simbad',123.85506,-52.0603,HD69655
0.012606,124.5997806,-12.6321733,b'HD 69830',5402,28,4.400000095367432,0.03999999910593033,-0.05999999865889549,0.019999999552965164,0.8209999799728394,0.5960000157356262,0.00800000037997961,5.449999809265137,yes,b'HD 69830',124.59978,-12.63217,124.5997794,-12.63217,9841,b'HD 69830',2.200000047683716,7.0,3,,b'Simbad',124.59978,-12.63217,HD69830
0.00639,125.3672339,-39.7054094,b'HD 70642',5668,22,4.400000095367432,0.03999999910593033,0.18000000715255737,0.009999999776482582,0.9779999852180481,0.9549999833106995,0.014999999664723873,4.880000114440918,yes,b'HD 70642',125.36723,-39.70541,125.3672356,-39.7054106,9900,b'HD 70642',2.700000047683716,3.0,1,,b'Simbad',125.36724,-39.70541,HD70642
0.002683,125.8825467,-27.8223533,b'HD 70889',6051,15,4.489999771118164,0.019999999552965164,0.10999999940395355,0.009999999776482582,1.1890000104904175,1.2289999723434448,0.02199999988079071,4.539999961853027,no,b'HD 70889',125.88255,-27.82235,125.8825472,-27.8223539,9926,b'HD 70889',3.5999999046325684,3.0,1,,b'Simbad',125.88255,-27.82235,HD70889
0.005078,126.4563144,-29.9305903,b'HD 71334',5694,13,4.369999885559082,0.029999999329447746,-0.09000000357627869,0.009999999776482582,0.9010000228881836,0.9620000123977661,0.028999999165534973,4.860000133514404,no,b'HD 71334',126.45631,-29.93059,126.4563142,-29.9305917,9965,b'HD 71334',3.5999999046325684,3.0,1,,b'Simbad',126.45631,-29.93059,HD71334
0.005104,126.8963592,-5.1486347,b'HD 71479',6026,18,4.420000076293945,0.019999999552965164,0.23999999463558197,0.009999999776482582,1.180999994277954,1.9149999618530273,0.03700000047683716,4.059999942779541,no,b'HD 71479',126.89636,-5.14863,126.8963603,-5.1486356,9993,b'HD 71479',3.5999999046325684,3.0,1,,b'Simbad',126.89636,-5.14864,HD71479
0.001802,127.0499269,-36.7229894,b'HD 71835',5438,22,4.389999866485596,0.03999999910593033,-0.03999999910593033,0.019999999552965164,0.8389999866485596,0.6290000081062317,0.028999999165534973,5.380000114440918,no,b'HD 71835',127.04993,-36.72299,127.0499264,-36.7229897,10007,b'HD 71835',2.700000047683716,3.0,1,,b'Simbad',127.04993,-36.72299,HD71835
0.003045,128.2145661,-31.5008528,b'HD 72673',5243,22,4.460000038146973,0.03999999910593033,-0.4099999964237213,0.009999999776482582,0.6959999799728394,0.3919999897480011,0.007000000216066837,5.949999809265137,no,b'HD 72673',128.21457,-31.50085,128.2145669,-31.5008533,10076,b'HD 72673',1.7999999523162842,6.0,2,,b'Simbad',128.21457,-31.50085,HD72673
0.000661,128.4404442,-23.3555494,b'HD 72769',5640,27,4.349999904632568,0.03999999910593033,0.30000001192092896,0.019999999552965164,0.9940000176429749,1.065999984741211,0.023000000044703484,4.760000228881836,no,b'HD 72769',128.44044,-23.35555,128.4404444,-23.3555494,10088,b'HD 72769',3.700000047683716,5.0,2,,b'Simbad',128.44044,-23.35555,HD72769
0.010557,128.8022406,-39.9704517,b'HD 73121',6091,16,4.300000190734863,0.029999999329447746,0.09000000357627869,0.009999999776482582,1.2339999675750732,2.802999973297119,0.017999999225139618,3.640000104904175,no,b'HD 73121',128.80224,-39.97045,128.8022386,-39.9704492,10107,b'HD 73121',3.5999999046325684,3.0,1,,b'Simbad',128.80224,-39.97045,HD73121
0.00987,129.0958981,-30.0376267,b'HD 73256',5526,30,4.420000076293945,0.05999999865889549,0.23000000417232513,0.019999999552965164,0.9679999947547913,0.6859999895095825,0.024000000208616257,5.269999980926514,yes,b'HD 73256',129.0959,-30.03763,129.0958994,-30.0376242,10129,b'HD 73256',2.700000047683716,3.0,1,,b'Simbad',129.0959,-30.03762,HD73256
0.005819,129.3333056,-40.1476658,b'HD 73524',6017,13,4.429999828338623,0.029999999329447746,0.1599999964237213,0.009999999776482582,1.1369999647140503,1.4889999628067017,0.014000000432133675,4.340000152587891,no,b'HD 73524',129.33331,-40.14767,129.3333053,-40.1476642,10142,b'HD 73524',3.5999999046325684,3.0,1,,b'Simbad',129.33331,-40.14766,HD73524
0.007282,130.3273319,-4.8089319,b'HD 74014',5561,27,4.329999923706055,0.03999999910593033,0.2199999988079071,0.019999999552965164,0.9380000233650208,0.9010000228881836,0.02800000086426735,4.960000038146973,no,b'HD 74014',130.32733,-4.80893,130.3273308,-4.8089336,10278,b'HD 74014',6.599999904632568,2.0,1,,b'Simbad',130.32733,-4.80893,HD74014
0.004337,131.9182892,-41.7367922,b'HD 75289',6161,21,4.369999885559082,0.029999999329447746,0.30000001192092896,0.009999999776482582,1.2380000352859497,1.9190000295639038,0.014000000432133675,4.039999961853027,yes,b'HD 75289',131.91829,-41.73679,131.9182906,-41.7367928,10400,b'HD 75289',4.0,6.0,2,,b'Simbad',131.91829,-41.73679,HD75289
